4_digit_NAICS_code,NAICS_title,education,employees,mean_income,10_percent,25_percent,50_percent,75_percent,90_percent
4531,Florists,No formal educational credential,"17,480","22,400","17,180","18,420","20,350","24,350","30,410"
4532,"Office Supplies, Stationery, and Gift Stores",Bachelor's degree,"12,390","76,450","31,130","44,170","61,770","91,130","140,140"
4532,"Office Supplies, Stationery, and Gift Stores",Associate's degree,290,"39,440","23,250","28,490","36,030","46,630","61,280"
4532,"Office Supplies, Stationery, and Gift Stores",Postsecondary nondegree award,460,"38,090","19,280","27,670","36,380","46,880","59,090"
4532,"Office Supplies, Stationery, and Gift Stores","Some college, no degree","12,690","36,200","20,830","26,740","35,220","44,320","52,710"
4532,"Office Supplies, Stationery, and Gift Stores",High school diploma or equivalent,"64,140","37,460","19,510","24,320","32,040","44,520","61,770"
4532,"Office Supplies, Stationery, and Gift Stores",No formal educational credential,"198,580","22,520","17,010","18,310","19,750","24,000","30,450"
4533,Used Merchandise Stores,Master's degree,170,"35,600","22,050","32,000","35,430","38,860","47,210"
4533,Used Merchandise Stores,Bachelor's degree,"6,250","65,390","26,800","36,800","52,680","77,940","109,880"
4533,Used Merchandise Stores,Associate's degree,100,"39,190","26,040","29,200","34,690","44,970","62,260"
4533,Used Merchandise Stores,Postsecondary nondegree award,490,"30,370","19,960","23,370","28,330","34,920","45,140"
4533,Used Merchandise Stores,"Some college, no degree","1,510","32,980","18,820","24,210","30,820","39,540","50,200"
4533,Used Merchandise Stores,High school diploma or equivalent,"32,580","32,630","18,580","21,880","28,940","38,490","50,600"
4533,Used Merchandise Stores,No formal educational credential,"128,150","21,600","16,790","17,970","19,390","23,290","29,420"
4539,Other Miscellaneous Store Retailers,Master's degree,50,"34,680","19,230","20,380","34,200","38,440","59,250"
4539,Other Miscellaneous Store Retailers,Bachelor's degree,"16,950","74,530","29,810","42,780","60,850","84,890","128,810"
4539,Other Miscellaneous Store Retailers,Associate's degree,400,"40,140","28,410","32,680","36,380","42,700","62,230"
4539,Other Miscellaneous Store Retailers,Postsecondary nondegree award,"1,020","39,010","24,820","29,660","36,150","48,000","58,800"
4539,Other Miscellaneous Store Retailers,"Some college, no degree","5,090","35,540","20,540","26,420","33,880","43,500","54,040"
4539,Other Miscellaneous Store Retailers,High school diploma or equivalent,"120,920","32,010","18,270","20,870","27,410","37,720","51,740"
4539,Other Miscellaneous Store Retailers,No formal educational credential,"166,100","24,600","17,210","18,590","20,860","26,310","35,960"
4541,Electronic Shopping and Mail-Order Houses,Doctoral or professional degree,"5,030","118,680","90,270","107,300","119,710","134,940","151,640"
4541,Electronic Shopping and Mail-Order Houses,Master's degree,90,"69,780","35,490","47,710","64,180","88,880","105,790"
4541,Electronic Shopping and Mail-Order Houses,Bachelor's degree,"70,160","86,120","35,210","48,890","72,400","107,360","153,870"
4541,Electronic Shopping and Mail-Order Houses,Associate's degree,"5,990","60,700","29,450","38,450","55,080","76,680","102,570"
4541,Electronic Shopping and Mail-Order Houses,Postsecondary nondegree award,"1,040","39,920","21,810","27,450","35,720","49,310","64,370"
4541,Electronic Shopping and Mail-Order Houses,"Some college, no degree","8,940","40,880","24,410","30,000","37,420","47,700","62,470"
4541,Electronic Shopping and Mail-Order Houses,High school diploma or equivalent,"175,330","35,570","20,160","24,400","30,740","40,900","55,560"
4541,Electronic Shopping and Mail-Order Houses,No formal educational credential,"71,730","27,700","18,300","20,490","24,590","31,060","40,030"
4542,Vending Machine Operators,Bachelor's degree,"2,110","79,910","32,470","47,470","65,870","97,240","140,730"
4542,Vending Machine Operators,Postsecondary nondegree award,180,"42,410","28,900","33,890","40,420","49,000","61,190"
4542,Vending Machine Operators,"Some college, no degree",760,"33,010","19,410","23,920","31,470","39,300","48,230"
4542,Vending Machine Operators,High school diploma or equivalent,"28,150","33,950","18,830","23,020","30,950","40,160","52,040"
4542,Vending Machine Operators,No formal educational credential,"6,610","23,340","17,130","18,600","21,680","26,460","32,020"
4543,Direct Selling Establishments,Doctoral or professional degree,110,"124,890","79,420","105,070","121,480","142,330","167,880"
4543,Direct Selling Establishments,Bachelor's degree,"11,780","93,140","37,100","53,400","76,180","112,390","169,520"
4543,Direct Selling Establishments,Associate's degree,260,"55,480","28,310","35,880","57,270","72,580","80,640"
4543,Direct Selling Establishments,Postsecondary nondegree award,"25,300","44,810","29,030","34,960","43,090","52,360","62,920"
4543,Direct Selling Establishments,"Some college, no degree","3,650","37,610","21,440","27,720","35,270","45,150","56,500"
4543,Direct Selling Establishments,High school diploma or equivalent,"72,290","38,170","19,770","26,020","34,190","45,080","60,660"
4543,Direct Selling Establishments,No formal educational credential,"19,300","28,270","17,450","18,990","22,840","30,880","46,700"
4811,Scheduled Air Transportation,Doctoral or professional degree,150,"187,450","85,250","136,470","178,140",,
4811,Scheduled Air Transportation,Bachelor's degree,"90,480","126,180","52,830","77,350","108,110","152,180",
4811,Scheduled Air Transportation,Associate's degree,"2,800","74,160","37,260","53,020","73,510","90,270","111,200"
4811,Scheduled Air Transportation,Postsecondary nondegree award,"28,430","66,490","36,910","53,010","67,470","83,690","93,870"
4811,Scheduled Air Transportation,"Some college, no degree","1,010","44,930","22,830","32,630","42,310","56,520","71,660"
4811,Scheduled Air Transportation,High school diploma or equivalent,"256,860","46,320","25,050","33,520","44,810","55,620","69,260"
4811,Scheduled Air Transportation,No formal educational credential,"34,580","35,210","20,840","24,610","32,870","44,840","55,300"
4812,Nonscheduled Air Transportation,Bachelor's degree,"3,990","101,550","43,620","59,110","84,280","124,680","184,170"
4812,Nonscheduled Air Transportation,Associate's degree,370,"56,840","33,750","42,470","54,920","69,890","85,700"
4812,Nonscheduled Air Transportation,Postsecondary nondegree award,"6,130","63,020","34,130","45,440","58,810","75,930","100,270"
4812,Nonscheduled Air Transportation,"Some college, no degree",550,"43,610","27,030","34,180","41,990","50,320","62,460"
4812,Nonscheduled Air Transportation,High school diploma or equivalent,"27,140","65,310","25,690","32,200","53,750","84,750","122,650"
4812,Nonscheduled Air Transportation,No formal educational credential,"1,090","30,690","18,850","22,170","28,420","36,330","45,490"
4821,Rail Transportation,Doctoral or professional degree,290,"151,150","67,570","102,930","143,670",,
4821,Rail Transportation,Master's degree,40,"90,330","64,530","71,080","81,870","105,480","139,450"
4821,Rail Transportation,Bachelor's degree,"18,360","98,330","55,710","71,240","91,000","116,730","150,560"
4821,Rail Transportation,Associate's degree,460,"64,450","37,880","51,320","64,710","76,990","91,560"
4821,Rail Transportation,Postsecondary nondegree award,"5,820","59,380","45,710","53,280","59,290","66,930","75,750"
4821,Rail Transportation,"Some college, no degree",690,"47,500","27,800","34,440","45,370","58,190","71,160"
4821,Rail Transportation,High school diploma or equivalent,"183,250","58,730","37,920","46,480","56,770","68,220","81,790"
4821,Rail Transportation,No formal educational credential,"6,170","40,250","20,540","28,400","41,280","50,830","59,590"
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",Doctoral or professional degree,30,"187,800","47,740","120,470",,,
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",Bachelor's degree,"6,220","100,910","48,570","62,360","86,110","119,210","172,620"
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",Associate's degree,70,"65,730","35,580","48,480","63,050","76,910","108,290"
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",Postsecondary nondegree award,"9,830","78,240","37,020","51,190","73,020","101,060","128,340"
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation","Some college, no degree",610,"45,110","29,560","34,100","39,780","50,050","70,400"
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",High school diploma or equivalent,"13,200","48,790","20,820","27,750","42,050","59,420","83,810"
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",No formal educational credential,"9,480","40,450","19,620","26,950","38,090","51,220","62,760"
4832,Inland Water Transportation,Bachelor's degree,"1,790","97,420","44,150","57,210","79,100","115,440","178,270"
4832,Inland Water Transportation,Postsecondary nondegree award,"11,300","77,880","36,990","52,780","76,080","98,810","121,280"
4832,Inland Water Transportation,"Some college, no degree",270,"41,240","27,450","33,570","40,020","48,550","57,980"
4832,Inland Water Transportation,High school diploma or equivalent,"5,370","46,020","23,610","30,280","40,620","55,250","75,470"
4832,Inland Water Transportation,No formal educational credential,"9,470","41,570","20,870","26,630","37,700","54,270","71,310"
4841,General Freight Trucking,Doctoral or professional degree,50,"116,700","64,320","83,840","103,040","133,300",
4841,General Freight Trucking,Bachelor's degree,"35,360","86,400","39,760","52,320","71,620","101,620","153,850"
4841,General Freight Trucking,Associate's degree,"1,320","43,280","26,040","31,480","39,840","52,740","65,200"
4841,General Freight Trucking,Postsecondary nondegree award,"604,420","43,290","26,440","33,460","41,980","51,960","61,650"
4841,General Freight Trucking,"Some college, no degree","10,160","36,260","21,700","27,520","34,670","43,140","53,200"
4841,General Freight Trucking,High school diploma or equivalent,"241,690","43,950","22,770","29,790","39,810","53,360","68,540"
4841,General Freight Trucking,No formal educational credential,"93,170","31,820","19,420","23,430","29,540","38,250","48,550"
4842,Specialized Freight Trucking,Doctoral or professional degree,30,"120,580","63,320","76,580","112,670","155,730",
4842,Specialized Freight Trucking,Bachelor's degree,"19,100","88,400","37,960","52,010","72,270","103,400","156,200"
4842,Specialized Freight Trucking,Associate's degree,350,"46,490","26,920","33,270","40,880","56,790","73,950"
4842,Specialized Freight Trucking,Postsecondary nondegree award,"246,660","42,440","26,090","32,630","40,480","50,080","61,530"
4842,Specialized Freight Trucking,"Some college, no degree","6,310","37,340","21,820","28,610","35,790","44,950","54,960"
4842,Specialized Freight Trucking,High school diploma or equivalent,"122,810","41,640","21,530","27,780","36,550","49,880","67,860"
4842,Specialized Freight Trucking,No formal educational credential,"61,270","28,570","18,970","21,830","26,690","32,570","40,040"
4851,Urban Transit Systems,Bachelor's degree,"1,750","85,200","40,810","53,090","71,350","97,810","143,290"
4851,Urban Transit Systems,Associate's degree,80,"47,550","32,470","36,800","45,100","56,120","67,280"
4851,Urban Transit Systems,Postsecondary nondegree award,80,"37,910","16,930","18,780","39,090","54,180","60,840"
4851,Urban Transit Systems,"Some college, no degree",210,"42,450","23,950","31,040","38,850","51,390","60,260"
4851,Urban Transit Systems,High school diploma or equivalent,"40,090","39,250","22,990","28,440","37,130","47,460","58,660"
4851,Urban Transit Systems,No formal educational credential,"2,440","31,360","18,880","22,490","29,630","37,930","47,100"
4852,Interurban and Rural Bus Transportation,Bachelor's degree,400,"83,960","37,500","54,100","72,070","100,460","147,250"
4852,Interurban and Rural Bus Transportation,"Some college, no degree",110,"35,740","20,120","28,080","34,350","41,600","55,100"
4852,Interurban and Rural Bus Transportation,High school diploma or equivalent,"14,730","36,580","20,710","26,060","35,000","45,540","53,940"
4852,Interurban and Rural Bus Transportation,No formal educational credential,"1,270","25,070","17,860","19,490","23,160","28,830","35,480"
4853,Taxi and Limousine Service,Bachelor's degree,"2,380","87,110","31,870","49,490","70,140","108,980","152,540"
4853,Taxi and Limousine Service,Associate's degree,90,"45,730","25,680","35,090","42,580","49,930","68,200"
4853,Taxi and Limousine Service,Postsecondary nondegree award,"1,860","37,740","21,910","28,090","36,100","45,010","50,980"
4853,Taxi and Limousine Service,"Some college, no degree",850,"36,320","20,810","25,670","34,280","43,170","52,850"
4853,Taxi and Limousine Service,High school diploma or equivalent,"24,380","32,670","18,800","21,780","28,660","38,540","52,460"
4853,Taxi and Limousine Service,No formal educational credential,"52,250","26,740","17,820","19,560","23,990","32,040","39,480"
4854,School and Employee Bus Transportation,Bachelor's degree,"3,170","92,790","35,070","52,190","75,330","116,910","161,070"
4854,School and Employee Bus Transportation,Associate's degree,80,"36,840","30,350","33,170","36,550","40,870","46,590"
4854,School and Employee Bus Transportation,Postsecondary nondegree award,210,"43,230","19,150","31,630","37,830","58,780","70,390"
4854,School and Employee Bus Transportation,"Some college, no degree",690,"40,630","26,010","31,360","40,430","48,340","57,420"
4854,School and Employee Bus Transportation,High school diploma or equivalent,"204,350","32,730","19,470","24,660","31,300","38,640","47,800"
4854,School and Employee Bus Transportation,No formal educational credential,"3,610","26,440","18,770","21,010","24,790","30,050","36,530"
4855,Charter Bus Industry,Bachelor's degree,970,"96,160","32,810","44,000","72,000","116,900",
4855,Charter Bus Industry,"Some college, no degree",360,"37,590","25,450","29,510","36,320","45,260","54,420"
4855,Charter Bus Industry,High school diploma or equivalent,"26,920","33,330","20,520","24,660","30,200","38,660","50,600"
4855,Charter Bus Industry,No formal educational credential,"2,280","23,330","17,430","18,700","21,480","26,210","31,660"
4859,Other Transit and Ground Passenger Transportation,Master's degree,40,"37,810","22,840","32,780","37,770","43,760","47,750"
4859,Other Transit and Ground Passenger Transportation,Bachelor's degree,"2,940","81,130","32,740","46,660","64,510","96,790","147,170"
4859,Other Transit and Ground Passenger Transportation,Associate's degree,120,"41,970","23,330","30,920","39,630","48,030","61,380"
4859,Other Transit and Ground Passenger Transportation,Postsecondary nondegree award,"1,340","31,840","21,310","24,510","28,770","36,360","47,950"
4859,Other Transit and Ground Passenger Transportation,"Some college, no degree",730,"37,470","21,140","27,290","35,670","45,740","56,630"
4859,Other Transit and Ground Passenger Transportation,High school diploma or equivalent,"67,500","30,210","19,090","21,950","27,360","35,360","46,100"
4859,Other Transit and Ground Passenger Transportation,No formal educational credential,"26,140","24,430","17,520","19,230","22,600","28,030","35,330"
4861,Pipeline Transportation of Crude Oil,Bachelor's degree,"3,670","114,390","56,740","78,480","107,630","141,570","179,820"
4861,Pipeline Transportation of Crude Oil,Associate's degree,540,"69,440","43,750","58,180","69,010","77,320","93,700"
4861,Pipeline Transportation of Crude Oil,Postsecondary nondegree award,760,"48,520","29,100","35,470","46,380","60,430","74,440"
4861,Pipeline Transportation of Crude Oil,"Some college, no degree",60,"51,430","26,290","37,590","50,010","64,450","81,100"
4861,Pipeline Transportation of Crude Oil,High school diploma or equivalent,,"66,650","35,150","50,140","65,130","79,690","99,170"
4861,Pipeline Transportation of Crude Oil,No formal educational credential,,"40,910","19,520","26,160","34,930","56,310","72,110"
4862,Pipeline Transportation of Natural Gas,Doctoral or professional degree,120,"162,530","66,570","96,610","147,340",,
4862,Pipeline Transportation of Natural Gas,Bachelor's degree,"6,250","101,820","49,740","65,650","89,560","122,150","164,920"
4862,Pipeline Transportation of Natural Gas,Associate's degree,"1,040","63,970","34,370","46,570","62,170","76,910","96,030"
4862,Pipeline Transportation of Natural Gas,Postsecondary nondegree award,"1,060","46,420","26,930","32,970","41,700","58,920","73,080"
4862,Pipeline Transportation of Natural Gas,"Some college, no degree",350,"45,780","24,670","33,420","44,070","56,700","69,120"
4862,Pipeline Transportation of Natural Gas,High school diploma or equivalent,"19,940","59,160","31,740","43,770","58,520","72,680","86,330"
4862,Pipeline Transportation of Natural Gas,No formal educational credential,400,"33,720","18,660","21,840","28,390","38,900","61,940"
4869,Other Pipeline Transportation,Doctoral or professional degree,30,"205,690","114,520","149,540",,,
4869,Other Pipeline Transportation,Bachelor's degree,"2,370","118,940","67,090","86,000","109,590","142,040","183,300"
4869,Other Pipeline Transportation,Associate's degree,200,"74,360","41,100","58,370","76,090","91,220","101,160"
4869,Other Pipeline Transportation,Postsecondary nondegree award,310,"56,080","30,460","38,100","58,510","71,670","81,210"
4869,Other Pipeline Transportation,"Some college, no degree",140,"51,270","26,280","33,800","44,560","64,110","92,480"
4869,Other Pipeline Transportation,High school diploma or equivalent,"4,670","64,510","34,870","48,370","63,620","77,760","94,720"
4869,Other Pipeline Transportation,No formal educational credential,120,"45,140","26,680","31,620","36,940","56,000","77,670"
4871,"Scenic and Sightseeing Transportation, Land",Bachelor's degree,700,"81,330","33,580","50,140","65,340","94,970","151,700"
4871,"Scenic and Sightseeing Transportation, Land",Postsecondary nondegree award,340,"41,980","26,280","33,720","39,200","46,910","60,580"
4871,"Scenic and Sightseeing Transportation, Land","Some college, no degree",190,"40,670","23,080","31,730","39,180","49,820","59,000"
4871,"Scenic and Sightseeing Transportation, Land",High school diploma or equivalent,"10,150","34,380","19,860","23,820","30,300","41,190","54,490"
4871,"Scenic and Sightseeing Transportation, Land",No formal educational credential,"2,320","27,500","18,660","20,430","24,290","33,520","42,040"
4872,"Scenic and Sightseeing Transportation, Water",Bachelor's degree,790,"74,680","31,620","43,630","62,990","87,580","126,390"
4872,"Scenic and Sightseeing Transportation, Water",Postsecondary nondegree award,"4,210","46,730","21,830","29,110","42,390","57,830","75,460"
4872,"Scenic and Sightseeing Transportation, Water","Some college, no degree",210,"39,870","19,370","28,140","37,710","49,680","60,010"
4872,"Scenic and Sightseeing Transportation, Water",High school diploma or equivalent,"4,520","33,360","18,340","21,030","28,290","39,410","56,840"
4872,"Scenic and Sightseeing Transportation, Water",No formal educational credential,"4,940","27,240","18,280","19,600","23,260","30,400","40,310"
4879,"Scenic and Sightseeing Transportation, Other",Bachelor's degree,200,"96,510","39,350","50,720","76,430","120,240",
4879,"Scenic and Sightseeing Transportation, Other",Postsecondary nondegree award,290,"61,080","35,970","50,210","60,890","74,400","86,020"
4879,"Scenic and Sightseeing Transportation, Other",High school diploma or equivalent,,"49,780","22,560","28,670","39,750","60,460","91,890"
4879,"Scenic and Sightseeing Transportation, Other",No formal educational credential,,"25,770","18,410","20,490","24,680","29,980","35,950"
4881,Support Activities for Air Transportation,Bachelor's degree,"17,540","92,300","44,610","59,840","80,800","111,530","153,010"
4881,Support Activities for Air Transportation,Associate's degree,"7,750","60,950","33,760","45,010","58,410","72,810","88,220"
4881,Support Activities for Air Transportation,Postsecondary nondegree award,"39,500","52,960","31,280","39,800","51,250","63,810","76,670"
4881,Support Activities for Air Transportation,"Some college, no degree","1,750","41,130","25,520","31,960","39,290","48,410","59,640"
4881,Support Activities for Air Transportation,High school diploma or equivalent,"91,690","40,780","19,250","23,550","33,620","50,330","70,440"
4881,Support Activities for Air Transportation,No formal educational credential,"26,230","28,760","18,280","20,730","25,750","32,040","44,700"
4882,Support Activities for Rail Transportation,Bachelor's degree,"1,710","88,750","44,190","57,480","74,870","104,260","151,490"
4882,Support Activities for Rail Transportation,Postsecondary nondegree award,930,"40,260","25,710","32,840","38,540","47,540","56,740"
4882,Support Activities for Rail Transportation,"Some college, no degree",150,"39,220","24,070","28,630","37,590","47,150","62,620"
4882,Support Activities for Rail Transportation,High school diploma or equivalent,"23,040","43,840","25,220","31,590","39,850","52,370","69,060"
4882,Support Activities for Rail Transportation,No formal educational credential,"7,510","33,360","19,460","23,640","30,490","39,150","52,070"
4883,Support Activities for Water Transportation,Bachelor's degree,"4,060","105,000","47,710","65,230","90,400","124,560","182,450"
4883,Support Activities for Water Transportation,Associate's degree,290,"57,280","32,230","37,240","48,580","63,540","105,730"
4883,Support Activities for Water Transportation,Postsecondary nondegree award,"11,950","90,670","36,790","54,430","77,380","117,020","152,310"
4883,Support Activities for Water Transportation,"Some college, no degree",780,"39,950","25,560","28,810","36,130","47,550","60,170"
4883,Support Activities for Water Transportation,High school diploma or equivalent,"33,570","59,680","26,580","36,590","54,940","78,500","96,680"
4883,Support Activities for Water Transportation,No formal educational credential,"46,260","47,490","21,770","29,120","43,720","64,780","77,490"
4884,Support Activities for Road Transportation,Bachelor's degree,"3,890","84,760","32,140","49,240","69,310","104,800","152,790"
4884,Support Activities for Road Transportation,Associate's degree,360,"76,280","22,380","33,780","52,830","80,350","186,070"
4884,Support Activities for Road Transportation,Postsecondary nondegree award,"41,190","35,650","20,300","25,450","32,920","43,240","55,520"
4884,Support Activities for Road Transportation,"Some college, no degree","1,460","35,010","21,000","25,830","32,570","43,340","52,250"
4884,Support Activities for Road Transportation,High school diploma or equivalent,"30,400","36,040","19,390","23,550","31,320","43,540","58,900"
4884,Support Activities for Road Transportation,No formal educational credential,"17,800","28,720","18,260","20,360","24,630","32,700","44,640"
4885,Freight Transportation Arrangement,Doctoral or professional degree,100,"146,250","69,770","90,200","135,270",,
4885,Freight Transportation Arrangement,Bachelor's degree,"26,240","95,510","42,870","57,900","80,200","115,670","162,960"
4885,Freight Transportation Arrangement,Associate's degree,840,"54,560","29,790","36,110","48,650","67,630","88,900"
4885,Freight Transportation Arrangement,Postsecondary nondegree award,"11,940","42,940","25,630","32,390","39,310","49,950","61,880"
4885,Freight Transportation Arrangement,"Some college, no degree","7,850","40,560","25,480","31,380","38,130","47,810","59,550"
4885,Freight Transportation Arrangement,High school diploma or equivalent,"130,310","47,620","23,750","31,160","40,920","56,640","77,250"
4885,Freight Transportation Arrangement,No formal educational credential,"24,350","29,510","19,180","22,230","27,540","34,760","43,350"
4889,Other Support Activities for Transportation,Bachelor's degree,"2,240","92,340","40,110","53,650","73,010","106,280","169,970"
4889,Other Support Activities for Transportation,Associate's degree,120,"44,170","29,040","34,750","42,650","49,870","63,510"
4889,Other Support Activities for Transportation,Postsecondary nondegree award,"1,470","42,440","25,730","31,930","40,280","50,710","62,110"
4889,Other Support Activities for Transportation,"Some college, no degree",540,"36,750","18,970","25,580","34,920","46,010","57,420"
4889,Other Support Activities for Transportation,High school diploma or equivalent,"12,910","38,200","19,880","24,820","33,630","46,530","61,780"
4889,Other Support Activities for Transportation,No formal educational credential,"14,090","26,900","17,830","19,360","24,450","31,580","40,360"
4911,Postal Service,Doctoral or professional degree,280,"129,500","93,990","115,300","126,200","151,710","164,960"
4911,Postal Service,Master's degree,150,"85,670","60,810","65,050","75,930","110,040","127,250"
4911,Postal Service,Bachelor's degree,"13,340","81,230","57,980","64,880","77,750","92,590","109,740"
4911,Postal Service,Associate's degree,"6,170","66,100","64,570","66,190","66,200","66,200","66,210"
4911,Postal Service,Postsecondary nondegree award,"11,040","56,220","43,280","55,920","59,250","61,320","61,330"
4911,Postal Service,"Some college, no degree",550,"64,960","58,560","61,940","64,330","65,120","71,050"
4911,Postal Service,High school diploma or equivalent,"565,150","52,270","32,630","41,870","56,800","59,290","61,320"
4911,Postal Service,No formal educational credential,"18,470","48,450","27,580","30,760","54,710","54,720","56,810"
4921,Couriers and Express Delivery Services,Bachelor's degree,"17,930","103,180","45,650","62,720","87,070","122,430",
4921,Couriers and Express Delivery Services,Associate's degree,840,"57,810","30,390","47,740","57,640","68,680","77,760"
4921,Couriers and Express Delivery Services,Postsecondary nondegree award,"30,880","60,450","33,610","46,040","65,110","73,610","79,330"
4921,Couriers and Express Delivery Services,"Some college, no degree",770,"42,610","22,310","31,690","38,340","49,220","68,300"
4921,Couriers and Express Delivery Services,High school diploma or equivalent,,"50,130","25,410","34,220","47,800","67,440","76,590"
4922,Local Messengers and Local Delivery,Bachelor's degree,"2,010","88,700","40,580","52,800","71,000","100,850","157,500"
4922,Local Messengers and Local Delivery,Postsecondary nondegree award,"2,620","40,040","25,490","31,280","36,840","47,210","60,360"
4922,Local Messengers and Local Delivery,"Some college, no degree",500,"39,560","25,370","30,820","38,190","47,690","57,560"
4922,Local Messengers and Local Delivery,High school diploma or equivalent,"45,010","34,990","19,140","23,290","31,420","41,270","57,000"
4922,Local Messengers and Local Delivery,No formal educational credential,"4,910","26,340","18,880","20,260","24,260","29,600","37,120"
4931,Warehousing and Storage,Doctoral or professional degree,420,"121,480","65,890","101,750","123,290","144,450","159,000"
4931,Warehousing and Storage,Master's degree,40,"70,380","35,120","46,630","60,180","90,910","136,750"
4931,Warehousing and Storage,Bachelor's degree,"37,450","85,690","39,870","54,590","74,090","100,370","143,590"
4931,Warehousing and Storage,Associate's degree,"2,450","45,540","29,290","34,950","42,870","51,250","66,250"
4931,Warehousing and Storage,Postsecondary nondegree award,"39,940","40,540","22,800","30,090","39,650","48,850","60,390"
4931,Warehousing and Storage,"Some college, no degree","5,230","41,280","26,380","32,570","39,730","48,390","59,280"
4931,Warehousing and Storage,High school diploma or equivalent,"243,190","42,940","22,590","28,690","38,340","52,670","69,040"
4931,Warehousing and Storage,No formal educational credential,"479,640","31,260","19,510","23,380","29,740","37,670","46,130"
5111,"Newspaper, Periodical, Book, and Directory Publishers",Doctoral or professional degree,460,"157,920","75,120","91,820","136,690",,
5111,"Newspaper, Periodical, Book, and Directory Publishers",Master's degree,760,"67,450","36,380","49,070","62,940","86,960","103,660"
5111,"Newspaper, Periodical, Book, and Directory Publishers",Bachelor's degree,"173,760","72,480","26,880","37,420","57,900","89,890","135,250"
5111,"Newspaper, Periodical, Book, and Directory Publishers",Associate's degree,"10,320","52,440","25,040","33,760","47,140","65,580","87,860"
5111,"Newspaper, Periodical, Book, and Directory Publishers",Postsecondary nondegree award,"6,020","38,790","20,680","27,510","36,860","48,370","59,900"
5111,"Newspaper, Periodical, Book, and Directory Publishers","Some college, no degree","9,240","40,860","22,580","28,940","37,940","49,300","62,090"
5111,"Newspaper, Periodical, Book, and Directory Publishers",High school diploma or equivalent,"173,880","43,450","19,500","25,630","36,530","52,950","74,830"
5111,"Newspaper, Periodical, Book, and Directory Publishers",No formal educational credential,"26,370","25,770","17,400","19,020","22,380","29,810","39,430"
5112,Software Publishers,Doctoral or professional degree,"3,740","147,750","80,970","102,420","135,220","180,000",
5112,Software Publishers,Master's degree,300,"81,360","46,230","61,740","75,370","96,210","134,990"
5112,Software Publishers,Bachelor's degree,"251,160","110,050","53,000","73,740","103,460","136,280","173,350"
5112,Software Publishers,Associate's degree,"7,120","78,830","37,020","50,010","72,050","102,900","132,090"
5112,Software Publishers,Postsecondary nondegree award,220,"68,720","34,930","49,210","65,360","84,410","109,040"
5112,Software Publishers,"Some college, no degree","22,810","56,420","31,420","38,650","50,450","68,460","94,010"
5112,Software Publishers,High school diploma or equivalent,"39,830","56,390","25,610","33,580","46,960","67,480","99,100"
5112,Software Publishers,No formal educational credential,"1,720","34,660","19,060","22,590","30,410","38,760","56,400"
5121,Motion Picture and Video Industries,Doctoral or professional degree,350,"158,890","66,280","88,290","141,230",,
5121,Motion Picture and Video Industries,Master's degree,300,"65,820","35,580","47,350","62,870","79,720","96,180"
5121,Motion Picture and Video Industries,Bachelor's degree,"125,660","92,790","32,580","47,960","73,300","113,310","181,160"
5121,Motion Picture and Video Industries,Associate's degree,"3,020","60,210","26,920","38,470","56,970","76,690","98,460"
5121,Motion Picture and Video Industries,Postsecondary nondegree award,"18,700","61,320","23,370","33,660","51,140","80,620","112,660"
5121,Motion Picture and Video Industries,"Some college, no degree","30,130","79,630","19,720","25,990","42,680","96,910",
5121,Motion Picture and Video Industries,High school diploma or equivalent,"78,970","50,430","20,950","27,630","41,270","63,510","93,950"
5121,Motion Picture and Video Industries,No formal educational credential,"133,330","24,070","16,760","17,900","19,170","23,030","35,760"
5122,Sound Recording Industries,Bachelor's degree,"5,980","89,200","34,070","46,370","68,200","108,180","173,250"
5122,Sound Recording Industries,Associate's degree,270,"62,550","33,640","40,940","56,990","79,860","101,000"
5122,Sound Recording Industries,Postsecondary nondegree award,"3,880","49,800","21,170","29,450","45,380","66,050","82,400"
5122,Sound Recording Industries,"Some college, no degree",590,"46,020","22,910","29,780","41,490","57,790","77,210"
5122,Sound Recording Industries,High school diploma or equivalent,"4,490","47,430","21,020","27,310","38,390","55,850","82,870"
5122,Sound Recording Industries,No formal educational credential,920,"35,510","18,990","19,710","25,470","38,800","60,140"
5151,Radio and Television Broadcasting,Doctoral or professional degree,410,,,,,,
5151,Radio and Television Broadcasting,Master's degree,250,"59,820","35,620","44,730","57,780","73,750","90,420"
5151,Radio and Television Broadcasting,Bachelor's degree,"124,050","75,540","22,090","33,290","54,850","93,520","155,290"
5151,Radio and Television Broadcasting,Associate's degree,"22,840","43,730","18,810","24,020","37,050","58,410","79,580"
5151,Radio and Television Broadcasting,Postsecondary nondegree award,"6,360","46,280","19,050","25,140","38,420","60,070","86,360"
5151,Radio and Television Broadcasting,"Some college, no degree","3,610","44,550","23,670","30,040","39,610","50,350","64,860"
5151,Radio and Television Broadcasting,High school diploma or equivalent,"62,170","48,940","19,950","27,150","38,760","58,580","88,430"
